country,year,population,population_growth_rate,fertility_rate,median_age,urban_population,population_density,continent,income_group
Niger,1996,2780281012838649856,1.52,4.42,31.5,40.9,443307276277.79,Africa,Low income
North Korea,1996,4859614978986033152,1.6,4.69,31.9,43.8,900112970208.98,Asia,Lower middle income
Oman,1996,5854535117761467392,1.64,4.55,30.2,43.6,4664867462171.49,Asia,High income
Panama,1996,3540566519243092992,1.87,4.42,29.0,43.7,482112731450.34,North America,High income
Papua New Guinea,1996,9444225788801337344,1.55,4.2,32.5,39.2,1308863438526.58,Oceania,Lower middle income
Paraguay,1996,7350915817627784192,1.86,4.25,31.6,41.9,769332589155.36,South America,Upper middle income
Qatar,1996,1913662455154004224,1.58,4.19,32.3,42.5,357683142634.91,Asia,High income
Rwanda,1996,3872384172759748608,1.69,4.52,30.1,44.3,6309906649826.95,Africa,Low income
Senegal,1996,2690539996669636608,1.89,5.03,31.8,39.4,448014586836.0,Africa,Lower middle income
Serbia,1996,2225808337262403072,1.47,4.76,32.2,37.3,2097975901301.28,Europe,Upper middle income
Sierra Leone,1996,326633886280838720,1.53,4.73,29.7,37.8,59864673592.53,Africa,Low income
Slovakia,1996,5768079530192555008,1.81,4.94,29.9,45.5,1529582878612.34,Europe,High income
Slovenia,1996,4745167219976770560,1.68,4.39,29.8,42.3,5998767507442.77,Europe,High income
Somalia,1996,500408566819445376,1.56,4.46,29.7,36.6,72252715563.98,Africa,Low income
Sudan,1996,2455048712200719360,1.89,4.16,32.5,39.9,268875957863.65,Africa,Lower middle income
Suriname,1996,7024141118298454016,1.85,4.7,30.2,37.4,1161445014005.95,South America,Upper middle income
Syria,1996,1815863967139996160,1.7,4.72,31.7,46.5,697959023456.61,Asia,Lower middle income
Tajikistan,1996,1190392086018558976,1.6,4.85,32.5,46.3,125858633972.97,Asia,Lower middle income
Togo,1996,4653677626781581312,1.99,4.5,32.6,44.2,2761121644250.89,Africa,Low income
Trinidad and Tobago,1996,7497480999221218304,1.53,4.9,31.3,38.8,1010514005499.2,North America,High income
Tunisia,1996,1892019835144605952,1.89,4.91,32.7,38.1,208688862609.82,Africa,Lower middle income
Turkmenistan,1996,5534667123031651328,1.65,4.59,31.3,46.5,922446354367.17,Asia,Upper middle income
Uganda,1996,7330510192174653440,1.55,4.52,30.8,39.8,750408403641.57,Africa,Low income
United Arab Emirates,1996,2171190093660447488,1.69,4.87,30.7,36.8,399674865035.44,Asia,High income
Uruguay,1996,6468395706593282048,1.99,4.16,30.8,37.6,4338846412788.53,South America,High income
Zambia,1996,3256232564990028288,1.54,4.87,30.9,38.8,659366881962.18,Africa,Lower middle income
Afghanistan,1997,5648980227288260608,1.87,4.05,29.1,43.3,580261267411.64,Asia,Low income
Albania,1997,18115635300627128320,1.5,4.24,31.6,45.4,5002350497345.4,Europe,Upper middle income
Algeria,1997,12421921585655107584,1.42,4.19,31.4,38.2,6145635143866.11,Africa,Lower middle income
Argentina,1997,9624005477713250304,1.62,4.09,31.1,46.5,39183752002954.73,South America,Upper middle income
Australia,1997,2802856187921573376,1.85,4.35,29.6,37.6,435267568526.21,Oceania,High income
Austria,1997,2742595772802120704,1.49,4.87,32.0,40.0,364035120525.58,Europe,High income
Bangladesh,1997,25394078582088278016,1.76,4.16,31.9,39.6,4435553110233.64,Asia,Lower middle income
Belgium,1997,13685025753343379456,1.79,4.1,29.8,39.0,33024147906152.05,Europe,High income
Brazil,1997,170357929598606966784,1.94,4.82,32.5,37.3,144422314969239.38,South America,Upper middle income
Bulgaria,1997,12440971009017915392,1.94,4.7,30.6,38.7,8135585657178.34,Europe,Upper middle income
Canada,1997,350798532717186496,1.78,4.07,32.5,46.6,39467557156.29,North America,High income
Chile,1997,18771992086534213632,1.36,5.02,30.6,45.9,10044396715185.01,South America,High income
China,1997,246725668607865880576,1.38,4.08,32.9,45.3,46563165103237.05,Asia,Upper middle income
Colombia,1997,3702764075661854720,1.8,4.38,32.1,42.1,580412746447.85,South America,Upper middle income
Croatia,1997,3577263957020958208,1.63,4.46,32.7,46.2,360458868568.96,Europe,High income
Czech Republic,1997,3221748884193756672,1.56,4.28,29.2,44.5,1379451894350.02,Europe,High income
Denmark,1997,5420888583574712320,1.9,4.99,29.1,40.4,647351986698.39,Europe,High income
Egypt,1997,9165450867299931136,1.83,4.89,30.9,40.8,2012227862583.97,Africa,Lower middle income
Ethiopia,1997,7790402243984372736,1.57,4.81,32.7,40.0,807301303916.57,Africa,Lower middle income
Finland,1997,5212325387380609024,1.88,4.14,30.1,40.4,1720853519537.48,Europe,High income
France,1997,20555265029307994112,1.87,4.46,33.0,43.0,14843404714684.85,Europe,High income
Germany,1997,7895648969102918656,1.95,4.61,29.1,46.5,3360266487618.63,Europe,High income
Ghana,1997,5323777310686213120,1.66,4.37,30.2,46.5,583789309831.57,Africa,Lower middle income
Greece,1997,6360767945993171968,1.51,4.14,29.7,42.4,2065860648257.01,Europe,High income
Hungary,1997,6955398300160212992,1.62,4.79,32.7,43.1,961593800114.03,Europe,High income
India,1997,229794888890378878976,1.65,4.77,32.0,41.4,42264006843811.84,Asia,Lower middle income
Indonesia,1997,65907088762636779520,1.73,4.68,32.2,38.4,12603376415454.24,Asia,Lower middle income
Iran,1997,22063448532481437696,1.57,4.33,31.5,39.4,3968320637674.87,Asia,Upper middle income
Iraq,1997,9319096818767575040,1.7,4.64,30.8,41.0,3795444610044.26,Asia,Upper middle income
Ireland,1997,774347830991198848,1.65,4.29,32.2,44.3,287456710937.31,Europe,High income
Israel,1997,9405134054532720640,1.35,4.64,29.9,37.3,2618724978503.93,Asia,High income
Italy,1997,9943629885250768896,1.76,4.9,29.7,37.9,85510043153606.34,Europe,High income
Japan,1997,28260147922946252800,1.53,4.5,30.7,44.5,9115180387654.04,Asia,High income
Jordan,1997,16561773044376156160,1.95,4.48,31.3,42.2,2061958744506.77,Asia,Upper middle income
Kenya,1997,15656256109402763264,1.45,4.79,30.8,46.3,2430360259262.57,Africa,Lower middle income
Malaysia,1997,14223187408229042176,1.39,4.77,31.8,43.6,5307501445806.21,Asia,Upper middle income
Mexico,1997,14616818646157193216,1.54,4.19,33.0,44.7,3523437530698.51,North America,Upper middle income
Morocco,1997,1911004377168810496,1.4,4.13,31.8,39.0,208363840002.82,Africa,Lower middle income
Myanmar,1997,12985136955764170752,1.53,4.93,29.3,42.7,1387939739126.3,Asia,Lower middle income
Netherlands,1997,8390854151882721280,1.56,4.22,29.9,42.3,1405942967806.15,Europe,High income
New Zealand,1997,1862006025106622720,1.6,4.87,30.9,38.9,195002058037.58,Oceania,High income
Nigeria,1997,145868501199161933824,1.83,4.23,30.8,42.1,29133773427771.78,Africa,Lower middle income
Norway,1997,605466319390079488,1.48,4.56,31.0,39.3,61270063487.51,Europe,High income
Pakistan,1997,289891009841017323520,1.88,4.73,29.7,42.9,35289837172865.65,Asia,Lower middle income
Peru,1997,3946259965113526272,1.65,4.44,29.9,41.0,401246907076.78,South America,Upper middle income
Philippines,1997,25587725566826135552,1.53,4.65,30.1,43.3,2855208679510.62,Asia,Lower middle income
Poland,1997,5478520261185441792,1.79,4.49,31.2,44.2,674342689152.37,Europe,High income
Portugal,1997,9395030612062031872,1.94,4.86,32.2,45.7,3340065632667.08,Europe,High income
Romania,1997,9279026441126739968,1.69,4.5,32.5,37.5,4434325882991.52,Europe,Upper middle income
Russia,1997,61028622942449623040,1.39,4.27,30.5,44.7,10893597752553.41,Europe,Upper middle income
Saudi Arabia,1997,18980185151496146944,1.49,4.91,30.2,39.7,3808029577272.53,Asia,High income
Singapore,1997,11911104540023840768,1.58,4.4,29.7,45.8,3086169708201.26,Asia,High income
South Africa,1997,18529340281162350592,1.89,4.23,31.1,43.2,2262493809386.63,Africa,Upper middle income
South Korea,1997,17190379045521072128,1.72,4.08,31.0,46.0,2407217628673.8,Asia,High income
Spain,1997,11440747106583234560,1.75,4.08,33.0,46.4,9032153416644.18,Europe,High income
Sri Lanka,1997,14327112034921263104,1.67,4.8,30.6,38.6,2805908838254.42,Asia,Lower middle income
Sweden,1997,1470419274723878912,1.56,4.68,32.6,42.8,213837565926.15,Europe,High income
Switzerland,1997,3546538564503702016,1.68,4.35,30.6,40.4,386541038911.2,Europe,High income
Taiwan,1997,863914172746399360,1.7,4.95,32.6,46.5,389410696234.48,Asia,High income
Tanzania,1997,5974700112497576960,1.72,4.77,30.2,44.1,1457643777909.62,Africa,Low income
Thailand,1997,17039484606610610176,1.83,4.25,29.8,44.4,3095162634385.98,Asia,Upper middle income
Turkey,1997,12087310684781764608,1.8,4.89,30.1,42.8,1458108765622.48,Asia,Upper middle income
Ukraine,1997,15865607013545504768,1.52,4.14,30.0,46.7,3430153325647.94,Europe,Lower middle income
United Kingdom,1997,14234829490679652352,1.36,4.09,31.8,43.1,2473167651045.12,Europe,High income
United States,1997,71029570793018548224,1.56,4.85,29.8,46.0,58428739678994.16,North America,High income
Uzbekistan,1997,8569387554660966400,1.64,4.99,30.4,43.8,1455615291399.65,Asia,Lower middle income
Venezuela,1997,2219147651420750848,1.5,4.97,29.8,44.2,230035474435.15,South America,Upper middle income
Vietnam,1997,25596010854754086912,1.59,4.26,30.0,38.4,3940356140116.96,Asia,Lower middle income
Yemen,1997,1387103520726180864,1.76,4.96,29.7,40.4,402480893661.48,Asia,Lower middle income
Zimbabwe,1997,15848633097673644032,1.44,4.53,32.4,46.7,12245163379680.8,Africa,Lower middle income
Angola,1997,14585380019352051712,1.84,4.43,29.5,47.1,2224644429874.65,Africa,Lower middle income
Azerbaijan,1997,3927256237319603712,1.64,4.44,30.1,47.0,1550241228726.63,Asia,Upper middle income
Belarus,1997,91283876204895744,1.66,4.42,30.1,43.5,25055122550.9,Europe,Upper middle income
Belize,1997,13723569734759573504,1.36,4.63,29.6,39.3,1913636505277.58,North America,Upper middle income
Benin,1997,11609810372053291008,1.45,4.62,30.0,39.9,1868399873634.47,Africa,Lower middle income
Bhutan,1997,13458981399997546496,1.79,4.52,30.9,45.1,6969397516624.53,Asia,Lower middle income
Bolivia,1997,12118751506364499968,1.75,4.45,31.9,39.8,3729542103746.87,South America,Lower middle income
Botswana,1997,1435594486572621824,1.6,4.63,29.5,39.0,3989520062414.6,Africa,Upper middle income
Brunei,1997,6074165064156303360,1.94,4.91,31.6,45.8,1022225422570.02,Asia,High income
Burkina Faso,1997,1939300052892163840,1.45,4.69,29.9,41.4,234833472915.55,Africa,Low income
Burundi,1997,13475377597231560704,1.43,4.26,31.3,39.7,2677683337123.5,Africa,Low income
Cambodia,1997,10206749531760508928,1.65,4.32,33.0,42.1,1372485416798.12,Asia,Lower middle income
Cameroon,1997,6048647536579087360,1.64,4.28,31.1,44.0,1314999765750.23,Africa,Lower middle income
Cape Verde,1997,986629064705189248,1.36,4.37,29.7,46.3,560855286804.6,Africa,Lower middle income
Central African Republic,1997,5227348222822308864,1.78,4.86,31.0,39.0,1929137623906.1,Africa,Low income
Chad,1997,5502821278270300160,1.57,4.39,29.6,46.3,18432670126619.38,Africa,Low income
Comoros,1997,12407433359561467904,1.94,4.7,30.5,38.7,1287243436750.41,Africa,Lower middle income
Congo,1997,9645358254867128320,1.76,4.92,29.2,44.5,965658038441.15,Africa,Lower middle income
Costa Rica,1997,15934433824994738176,1.6,4.91,31.3,44.7,2710766565639.35,North America,Upper middle income
Cuba,1997,7193870328740497408,1.48,4.12,29.5,37.4,1707853720419.31,North America,Upper middle income
Cyprus,1997,1899548713688193792,1.86,4.79,31.4,42.1,742176310761.01,Asia,High income
Djibouti,1997,12246227723519870976,1.73,4.82,29.4,44.3,1648756018978.82,Africa,Lower middle income
Dominican Republic,1997,13366308996801978368,1.48,4.58,31.1,42.0,2901343040283.41,North America,Upper middle income
Ecuador,1997,8721533636045813760,1.46,4.14,30.1,39.8,3557611857757.92,South America,Upper middle income
El Salvador,1997,12311120485081616384,1.79,4.86,30.4,40.3,1458580704553.13,North America,Upper middle income
Equatorial Guinea,1997,8834478422537986048,1.53,4.75,30.5,43.1,890002921510.93,Africa,Upper middle income
Eritrea,1997,8560361531426945024,1.91,4.36,31.3,41.8,1093024324945.25,Africa,Low income
Estonia,1997,6555008415498165248,1.73,4.8,31.0,38.3,2676818910689.31,Europe,High income
Fiji,1997,470381430693912512,1.89,4.46,31.3,39.5,114094899707.4,Oceania,Upper middle income
Gabon,1997,1790564294370673152,1.74,5.02,32.4,39.1,309935909439.29,Africa,Upper middle income
Gambia,1997,489682242546599616,1.5,4.21,30.4,44.0,98045597263.55,Africa,Low income
Georgia,1997,12387793989806895104,1.48,4.4,30.4,39.6,1247296623784.91,Asia,Upper middle income
Guatemala,1997,5273741628685739008,1.91,4.43,29.9,38.4,616395450454.28,North America,Upper middle income
Guinea,1997,7733947802649786368,1.93,4.46,30.1,43.4,5815011440945.37,Africa,Low income
Guinea-Bissau,1997,13948448637453332480,1.85,4.46,31.2,39.0,22673730431759.94,Africa,Low income
Guyana,1997,4161669306556121600,1.65,4.81,31.1,45.0,3602514512810.17,South America,Upper middle income
Haiti,1997,6297220168520968192,1.45,4.81,32.1,38.6,20257702589675.96,North America,Lower middle income
Honduras,1997,13741814198685009920,1.86,4.79,29.9,43.0,1814364394567.27,North America,Lower middle income
Iceland,1997,3704578076736626176,1.67,4.35,30.0,46.9,405940808715.55,Europe,High income
Jamaica,1997,1318746420171686144,1.43,4.77,30.1,38.9,345591716598.62,North America,Upper middle income
Kazakhstan,1997,5055589085947728896,1.41,4.61,29.2,46.1,549073168533.89,Asia,Upper middle income
Kuwait,1997,2978125609551058432,1.63,4.29,32.1,46.5,1877547565347.69,Asia,High income
Kyrgyzstan,1997,15920148396029337600,1.54,4.4,30.7,46.7,6153634626927.03,Asia,Lower middle income
Laos,1997,13941679870870794240,1.92,4.52,32.6,37.8,1462871582093.43,Asia,Lower middle income
Latvia,1997,10051034983859814400,1.94,4.22,30.9,40.3,2319711764838.65,Europe,High income
Lebanon,1997,14067012378396549120,1.93,4.35,31.7,38.6,1706322934935.84,Asia,Upper middle income
Lesotho,1997,14055722558774511616,1.94,4.46,29.9,40.7,1907174607613.16,Africa,Lower middle income
Liberia,1997,3375859372691619328,1.82,4.11,31.4,46.5,3126052477549.02,Africa,Low income
Libya,1997,13801909950145390592,1.78,4.36,31.7,42.7,1399691423600.39,Africa,Upper middle income
Lithuania,1997,10374708852192727040,1.76,4.3,30.1,46.0,1772295601557.66,Europe,High income
Luxembourg,1997,15109000976763144192,1.62,4.14,30.4,38.8,1932456538117.5,Europe,High income
Madagascar,1997,16364342689433591808,1.4,4.66,32.6,44.2,3201407978082.12,Africa,Low income
Malawi,1997,5225599420929015808,1.88,4.46,32.5,45.0,640199600329.01,Africa,Low income
Maldives,1997,2183908900509786880,1.8,4.07,29.9,37.6,1149458535489.86,Asia,Upper middle income
Mali,1997,3498585389632579584,1.65,4.07,31.0,46.2,467349718389.92,Africa,Low income
Malta,1997,8342046569735071744,1.49,4.57,30.4,42.1,1497351511872.9,Europe,High income
Mauritania,1997,12449106093582383104,1.49,4.74,32.2,42.9,4595428833659.32,Africa,Lower middle income
Mauritius,1997,14496212696710617088,1.41,4.99,32.6,37.9,8702565378031.06,Africa,Upper middle income
Moldova,1997,131641332023560112,1.49,4.97,32.1,39.9,2122972999387.05,Europe,Upper middle income
Mongolia,1997,9587285421179553792,1.6,4.68,30.2,38.6,1419614975555.53,Asia,Lower middle income
Montenegro,1997,7122126000165523456,1.49,4.18,31.4,44.5,2508156705470.6,Europe,Upper middle income
Mozambique,1997,4101685298038383104,1.46,4.38,32.1,43.8,1515793503665.93,Africa,Low income
Namibia,1997,1874483812180179456,1.38,4.88,29.4,38.3,788304205871.43,Africa,Upper middle income
Nepal,1997,5754876388773124096,1.82,4.29,31.3,38.1,1238767860952.01,Asia,Lower middle income
Nicaragua,1997,14917872859980460032,1.48,4.41,32.1,44.6,3594395511679.92,North America,Lower middle income
Niger,1997,5036310986083558400,1.52,4.55,32.6,46.9,790000659040.93,Africa,Low income
North Korea,1997,8611157961378254848,1.77,4.38,31.6,39.6,3224404027994.2,Asia,Lower middle income
Oman,1997,10815636176930818048,1.6,4.66,32.3,45.3,1089796809109.76,Asia,High income
Panama,1997,5617321224549118976,1.65,4.56,32.3,39.9,8086504393424.74,North America,High income
Papua New Guinea,1997,15960263094117011456,1.94,4.94,30.7,46.0,48583488221983.45,Oceania,Lower middle income
Paraguay,1997,15808962979330881536,1.79,4.26,29.9,45.8,2566421900677.76,South America,Upper middle income
Qatar,1997,4982674248215832576,1.43,4.4,30.3,46.0,1951151241018.69,Asia,High income
Rwanda,1997,8260224121775930368,1.44,4.82,30.1,37.9,1898181129290.17,Africa,Low income
Senegal,1997,5053862056782543872,1.46,4.17,32.7,37.9,5084315806847.65,Africa,Lower middle income
Serbia,1997,4596371708914331648,1.92,4.13,32.4,46.1,1216196719004.66,Europe,Upper middle income
Sierra Leone,1997,610381629530671488,1.76,4.74,32.2,45.5,227356790362.98,Africa,Low income
Slovakia,1997,11093493351542939648,1.43,4.55,31.6,38.8,14482577341359.2,Europe,High income
Slovenia,1997,7994130953670512640,1.6,4.93,31.2,44.7,4588339195629.04,Europe,High income
Somalia,1997,805893280362983168,1.49,4.35,31.3,46.0,189110234929.03,Africa,Low income
Sudan,1997,4847452969633449984,1.35,4.07,29.4,44.2,996920359896.74,Africa,Lower middle income
Suriname,1997,14430706015876909056,1.71,4.58,29.5,43.6,1881011063924.54,South America,Upper middle income
Syria,1997,3911350468070200832,1.76,4.24,32.1,46.3,885075233666.84,Asia,Lower middle income
Tajikistan,1997,2341803528502605312,1.59,4.29,29.1,43.7,5494303738182.16,Asia,Lower middle income
Togo,1997,7817541021180055552,1.78,4.71,29.4,43.8,840070239029.84,Africa,Low income
Trinidad and Tobago,1997,15157689623126001664,1.6,4.77,31.8,39.5,9290591132670.18,North America,High income
Tunisia,1997,4529698163266370048,1.92,4.81,33.0,43.2,487533005179.61,Africa,Lower middle income
Turkmenistan,1997,12242937836875767808,1.9,4.2,32.4,39.2,44477142149346.93,Asia,Upper middle income
Uganda,1997,13230005998675511296,1.54,4.08,33.0,43.9,1467030757296.15,Africa,Low income
United Arab Emirates,1997,4716255034468020224,1.59,4.29,29.8,42.4,778105608817.92,Asia,High income
Uruguay,1997,12494436802296854528,1.58,4.21,30.9,38.1,1444341281372.83,South America,High income
Zambia,1997,5617902904564054016,1.58,4.14,32.2,40.3,4963061568269.84,Africa,Lower middle income
Afghanistan,1998,13154549189686214656,1.85,4.87,30.4,45.0,43298370684855.53,Asia,Low income
Albania,1998,29808715488648609792,1.6,4.19,32.6,47.1,672445324461651.4,Europe,Upper middle income
Algeria,1998,23618770489611755520,1.56,4.52,33.1,46.7,3706612353520.77,Africa,Lower middle income
Argentina,1998,19453303958759682048,1.77,4.16,33.3,37.9,3413977212166.86,South America,Upper middle income
Australia,1998,4845092361686302720,1.54,4.59,32.2,45.7,816540383123.43,Oceania,High income
Austria,1998,5072333666568604672,1.83,4.77,30.0,46.1,521497763856.37,Europe,High income
Bangladesh,1998,55126447247750873088,1.47,4.57,30.8,44.6,10117813091226.22,Asia,Lower middle income
